order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,,,,,,
2120814,706,5,0,14,26,,,,,,
2608338,706,6,3,15,17,,,,,,
600933,706,7,3,18,0,,,,,,
1359585,706,8,2,14,6,,,,,,
2375547,706,9,2,8,30,,,,,,
1289601,706,10,3,10,15,,,,,,
178418,706,11,1,15,30,,,,,,
418857,707,1,0,12,,,,,,,
923520,707,2,0,16,30,,,,,,
1305271,707,3,0,16,21,,,,,,
1349932,707,4,3,14,3,,,,,,
2556514,707,5,1,17,5,,,,,,
1640849,707,6,1,15,7,,,,,,
1846736,707,7,2,18,22,,,,,,
2693109,707,8,2,16,7,,,,,,
212338,707,9,6,19,30,,,,,,
875642,707,10,5,14,27,,,,,,
609735,707,11,4,15,27,,,,,,
1791622,707,12,0,12,24,,,,,,
1191841,707,13,5,10,30,,,,,,
580483,708,1,5,17,,,,,,,
1873253,708,2,3,17,30,,,,,,
2860859,708,3,1,10,12,,,,,,
2948862,708,4,6,16,30,,,,,,
2098508,708,5,6,14,7,,,,,,
2056793,708,6,0,11,22,,,,,,
1679145,708,7,6,15,13,,,,,,
445991,708,8,2,11,30,,,,,,
1288342,708,9,2,10,30,,,,,,
2503924,708,10,4,14,23,,,,,,
1070088,708,11,2,11,12,,,,,,
2084061,708,12,5,19,24,,,,,,
929385,708,13,2,17,11,,,,,,
219418,708,14,5,12,17,,,,,,
1202012,708,15,2,11,30,,,,,,
1284746,709,1,1,19,,,,,,,
389851,709,2,0,21,6,,,,,,
1331431,709,3,6,15,6,,,,,,
147387,709,4,0,21,8,,,,,,
2322397,709,5,1,21,8,,,,,,
1307498,709,6,0,22,6,,,,,,
1473331,710,1,3,15,,,,,,,
3234457,710,2,1,22,30,,,,,,
3128610,710,3,2,10,30,,,,,,
2018761,710,4,3,11,8,,,,,,
580903,710,5,0,10,11,,,,,,
2035557,710,6,0,8,21,,,,,,
2830190,710,7,3,7,17,,,,,,
968578,710,8,5,20,30,,,,,,
2364046,710,9,6,20,8,,,,,,
2169464,710,10,0,1,15,,,,,,
2009386,710,11,0,0,7,,,,,,
585652,710,12,0,10,21,,,,,,
994324,710,13,5,23,12,,,,,,
2864505,710,14,2,9,11,,,,,,
2968331,710,15,3,10,8,,,,,,
1232826,710,16,0,20,11,,,,,,
1054283,710,17,0,9,14,,,,,,
2962585,711,1,5,6,,,,,,,
1240349,711,2,1,10,17,,,,,,
881001,711,3,5,8,11,,,,,,
470395,711,4,5,6,14,,,,,,
3158553,711,5,3,21,12,,,,,,
2357159,711,6,6,10,10,,,,,,
2854550,712,1,4,9,,,,,,,
2842572,712,2,0,17,30,,,,,,
894689,712,3,0,11,30,,,,,,
475069,712,4,4,9,30,,,,,,
219467,712,5,6,17,30,,,,,,
1487718,713,1,3,16,,,,,,,
3124543,713,2,2,8,13,,,,,,
3327441,713,3,3,16,8,,,,,,
2515533,713,4,3,21,7,,,,,,
765051,713,5,1,17,5,,,,,,
2595504,713,6,5,19,4,,,,,,
2789376,713,7,1,12,3,,,,,,
1756021,713,8,2,18,8,,,,,,
3057401,713,9,6,9,4,,,,,,
56729,713,10,4,13,5,,,,,,
1432215,713,11,6,17,2,,,,,,
3378017,713,12,4,16,30,,,,,,
463395,713,13,3,18,30,,,,,,
3256063,713,14,1,10,30,,,,,,
2493442,713,15,3,0,30,,,,,,
398828,713,16,2,19,13,,,,,,
2626050,714,1,5,12,,,,,,,
2536944,714,2,4,10,30,,,,,,
1546044,714,3,5,15,30,,,,,,
460604,714,4,5,15,7,,,,,,
2971438,714,5,2,9,30,,,,,,
2167120,714,6,0,10,12,,,,,,
1378392,714,7,2,13,16,,,,,,
1004188,714,8,2,13,30,,,,,,
1482387,714,9,1,16,13,,,,,,
2196008,714,10,5,11,11,,,,,,
44476,714,11,0,23,9,,,,,,
951205,714,12,1,11,1,,,,,,
1985806,714,13,1,18,14,,,,,,
222815,714,14,2,9,29,,,,,,
2455657,714,15,2,13,7,,,,,,
1985172,714,16,6,11,18,,,,,,
829120,715,1,1,11,,,,,,,
2082077,715,2,3,16,9,,,,,,
2737545,715,3,1,12,19,,,,,,
53328,715,4,2,11,22,,,,,,
2569468,715,5,1,16,27,,,,,,
188934,715,6,3,17,2,,,,,,
1109838,715,7,1,14,30,,,,,,
882122,715,8,2,13,8,,,,,,
1056840,715,9,2,13,14,,,,,,
3332050,715,10,2,16,14,,,,,,
1792143,715,11,4,15,9,,,,,,
296461,715,12,0,11,30,,,,,,
252414,715,13,2,14,9,,,,,,
1122780,715,14,5,12,10,,,,,,
387136,716,1,5,15,,,,,,,
3211242,716,2,4,8,6,,,,,,
2036596,716,3,5,15,22,,,,,,
3323696,716,4,2,18,11,,,,,,
67479,716,5,3,21,8,,,,,,
394068,717,1,5,12,,,,,,,
1922518,717,2,3,17,5,,,,,,
2688928,717,3,5,11,9,,,,,,
1764381,717,4,5,11,21,,,,,,
1721967,717,5,1,11,10,,,,,,
1031285,717,6,6,10,5,,,,,,
1342610,717,7,0,20,8,,,,,,
944659,717,8,1,18,8,,,,,,
1369042,718,1,5,16,,,,,,,
2532994,718,2,6,14,30,,,,,,
590646,718,3,6,13,28,,,,,,
921692,718,4,1,7,30,,,,,,
905061,719,1,6,16,,,,,,,
3346521,719,2,6,16,7,,,,,,
2711375,719,3,6,10,7,,,,,,
3218377,719,4,2,8,3,,,,,,
24733,719,5,4,10,9,,,,,,
2470389,719,6,3,11,6,,,,,,
2032312,719,7,1,10,5,,,,,,
2468764,719,8,6,13,5,,,,,,
1758873,719,9,5,15,27,,,,,,
1927949,719,10,1,10,3,,,,,,
1823662,719,11,0,13,6,,,,,,
1402892,719,12,1,17,1,,,,,,
1412586,719,13,0,13,6,,,,,,
1717633,719,14,6,12,6,,,,,,
83354,719,15,2,16,3,,,,,,
576083,719,16,6,16,18,,,,,,
2270446,719,17,2,7,10,,,,,,
789970,719,18,3,10,8,,,,,,
668028,719,19,1,12,26,,,,,,
2189019,719,20,2,14,8,,,,,,
1527803,719,21,0,17,5,,,,,,
131697,719,22,6,11,6,,,,,,
2910729,719,23,0,12,1,,,,,,
339715,719,24,4,7,4,,,,,,
945286,719,25,0,15,3,,,,,,
3290222,719,26,1,13,1,,,,,,
947146,719,27,0,9,6,,,,,,
1300026,719,28,0,15,7,,,,,,
2232643,719,29,0,17,0,,,,,,
2724425,719,30,3,10,3,,,,,,
2585218,719,31,4,10,1,,,,,,
2853130,719,32,3,8,6,,,,,,
1909607,719,33,5,8,2,,,,,,
753429,719,34,0,9,2,,,,,,
2621848,719,35,3,12,3,,,,,,
650794,719,36,5,8,2,,,,,,
1463421,719,37,2,10,4,,,,,,
460468,719,38,6,8,4,,,,,,
771487,719,39,6,8,0,,,,,,
822072,719,40,1,14,2,,,,,,
2585207,719,41,6,11,5,,,,,,
3394797,719,42,3,16,30,,,,,,
1551104,719,43,4,16,1,,,,,,
1373346,719,44,0,14,3,,,,,,
3372262,719,45,4,13,4,,,,,,
1238871,719,46,5,18,1,,,,,,
1339527,719,47,2,14,4,,,,,,
3295764,719,48,3,7,1,,,,,,
1765504,719,49,1,13,5,,,,,,
376821,719,50,2,11,1,,,,,,
2429709,719,51,3,12,8,,,,,,
780202,719,52,4,11,8,,,,,,
2078479,719,53,1,10,4,,,,,,
252413,719,54,2,12,1,,,,,,
107975,719,55,6,13,4,,,,,,
1421796,719,56,1,16,2,,,,,,
1034720,719,57,4,9,3,,,,,,
3387983,719,58,2,10,5,,,,,,
1204970,719,59,6,9,4,,,,,,
1999019,719,60,0,11,1,,,,,,
1910078,719,61,3,16,3,,,,,,
792442,719,62,0,16,4,,,,,,
2419374,719,63,2,14,2,,,,,,
1558672,719,64,3,16,1,,,,,,
449408,719,65,0,19,4,,,,,,
2524630,719,66,3,17,3,,,,,,
254480,719,67,5,9,2,,,,,,
3135551,719,68,6,11,1,,,,,,
95274,719,69,0,13,8,,,,,,
2470812,719,70,1,16,1,,,,,,
2905578,719,71,0,14,6,,,,,,
2006691,719,72,4,17,4,,,,,,
3107150,719,73,6,19,2,,,,,,
2108595,720,1,1,22,,,,,,,
537024,720,2,3,8,9,,,,,,
78907,720,3,2,12,6,,,,,,
541735,720,4,1,8,6,,,,,,
3168962,720,5,1,9,7,,,,,,
2535227,720,6,1,10,14,,,,,,
1245862,720,7,1,9,7,,,,,,
1685713,720,8,0,20,13,,,,,,
2405966,720,9,3,13,17,,,,,,
2670433,720,10,2,23,13,,,,,,
1253990,720,11,1,8,6,,,,,,
702531,720,12,1,7,7,,,,,,
2043070,720,13,1,10,21,,,,,,
1197953,720,14,3,14,2,,,,,,
1845740,720,15,6,18,10,,,,,,
2024459,720,16,1,10,9,,,,,,
2845169,720,17,4,0,24,,,,,,
3212523,720,18,0,23,30,,,,,,
1495975,720,19,0,16,14,,,,,,
501970,720,20,0,22,21,,,,,,
2438324,720,21,0,15,21,,,,,,
2569347,720,22,0,19,30,,,,,,
143259,720,23,3,10,30,,,,,,
391588,720,24,1,13,19,,,,,,
849745,721,1,0,17,,,,,,,
1362581,721,2,5,16,12,,,,,,
3200134,721,3,6,13,29,,,,,,
1052656,721,4,6,15,7,,,,,,
3227907,721,5,0,13,8,,,,,,
2841034,721,6,3,15,17,,,,,,
1796632,721,7,0,18,4,,,,,,
1121628,721,8,1,13,8,,,,,,
1626201,721,9,0,12,6,,,,,,
3370442,721,10,5,13,12,,,,,,
1273264,721,11,5,14,7,,,,,,
3261049,721,12,6,14,8,,,,,,
3280491,721,13,0,11,8,,,,,,
3232477,721,14,1,11,8,,,,,,
420379,721,15,5,13,11,,,,,,
333799,721,16,0,13,9,,,,,,
3064717,721,17,0,7,7,,,,,,
1284580,721,18,2,15,9,,,,,,
1055153,721,19,0,12,19,,,,,,
3347948,722,1,2,16,,,,,,,
2911099,722,2,0,16,5,,,,,,
249328,722,3,0,14,7,,,,,,
1777088,722,4,3,17,10,,,,,,
627075,722,5,3,17,7,,,,,,
158734,722,6,1,16,12,,,,,,
1384180,722,7,2,17,30,,,,,,
2196997,722,8,1,16,30,,,,,,
2059831,722,9,6,16,30,,,,,,
3240091,723,1,6,12,,,,,,,
2405609,723,2,5,23,30,,,,,,
985077,723,3,0,13,16,,,,,,
2302117,723,4,0,11,7,,,,,,
1090249,723,5,6,11,30,,,,,,
902188,723,6,0,13,8,,,,,,
1882594,723,7,6,8,13,,,,,,
2329126,723,8,6,13,14,,,,,,
1903453,723,9,3,9,25,,,,,,
669056,723,10,5,6,23,,,,,,
2866735,723,11,5,11,30,,,,,,
1838929,723,12,5,20,14,,,,,,
126879,723,13,4,11,30,,,,,,
1368829,723,14,2,16,12,,,,,,
202740,724,1,0,18,,,,,,,
2298803,724,2,0,17,30,,,,,,
1381567,724,3,0,17,7,,,,,,
3096583,724,4,2,16,30,,,,,,
591303,725,1,6,12,,,,,,,
605802,725,2,6,11,7,,,,,,
1407837,725,3,6,9,7,,,,,,
2209567,725,4,3,17,18,,,,,,
1258083,725,5,3,17,14,,,,,,
605573,725,6,4,19,15,,,,,,
2956193,725,7,2,11,12,,,,,,
154115,725,8,5,15,24,,,,,,
609249,725,9,6,14,1,,,,,,
251996,725,10,5,11,20,,,,,,
740496,726,1,3,22,,,,,,,
1768988,726,2,0,15,11,,,,,,
2687412,726,3,2,18,16,,,,,,
1292279,726,4,3,11,30,,,,,,
1430804,726,5,0,13,30,,,,,,
432465,726,6,0,14,14,,,,,,
3020936,726,7,5,11,26,,,,,,
3264066,726,8,5,16,7,,,,,,
1273384,727,1,2,10,,,,,,,
1802734,727,2,1,9,13,,,,,,
2374248,727,3,5,9,18,,,,,,
1331788,727,4,3,9,12,,,,,,
1707454,727,5,2,11,13,,,,,,
1235132,727,6,0,18,12,,,,,,
2426216,727,7,3,12,17,,,,,,
1711508,727,8,3,12,14,,,,,,
2760001,727,9,2,9,13,,,,,,
1484331,727,10,5,8,30,,,,,,
703460,727,11,1,17,10,,,,,,
463720,727,12,1,11,14,,,,,,
1470170,727,13,4,19,17,,,,,,
2796434,727,14,1,10,25,,,,,,
1532856,727,15,4,9,17,,,,,,
709424,727,16,2,9,12,,,,,,
135744,727,17,5,8,17,,,,,,
220605,727,18,1,11,30,,,,,,
841816,727,19,1,9,21,,,,,,
1546757,727,20,4,21,10,,,,,,
2271772,727,21,1,8,25,,,,,,
1504712,727,22,3,17,9,,,,,,
1242159,728,1,5,21,,,,,,,
2928002,728,2,1,7,30,,,,,,
2490157,728,3,4,11,17,,,,,,
1666928,728,4,1,7,4,,,,,,
601385,728,5,2,7,8,,,,,,
462214,728,6,6,21,4,,,,,,
1651494,728,7,3,16,25,,,,,,
3059598,728,8,2,9,30,,,,,,
1906241,728,9,1,7,30,,,,,,
377559,728,10,2,7,30,,,,,,
1714476,728,11,1,8,30,,,,,,
1122899,728,12,5,18,25,,,,,,
2594047,728,13,6,14,8,,,,,,
888512,728,14,3,15,25,,,,,,
2979560,728,15,3,17,0,,,,,,
1506247,728,16,6,13,10,,,,,,
1415779,728,17,0,13,1,,,,,,
474721,728,18,6,15,20,,,,,,
2793933,728,19,1,9,16,,,,,,
1084027,729,1,1,9,,,,,,,
1248295,729,2,4,10,3,,,,,,
1798471,729,3,3,9,6,,,,,,
909421,729,4,3,12,0,,,,,,
366052,729,5,1,8,5,,,,,,
1496399,729,6,4,10,3,,,,,,
451731,729,7,1,9,4,,,,,,
2647854,729,8,3,13,2,,,,,,
2851248,729,9,1,9,5,,,,,,
2625154,729,10,4,11,3,,,,,,
1930310,729,11,2,11,5,,,,,,
612200,729,12,1,16,6,,,,,,
301862,729,13,5,8,4,,,,,,
3041346,729,14,1,14,3,,,,,,
2345535,729,15,1,11,7,,,,,,
685634,729,16,1,8,7,,,,,,
611479,729,17,2,14,8,,,,,,
2165996,729,18,1,14,6,,,,,,
778447,729,19,1,14,7,,,,,,
1137144,729,20,1,10,7,,,,,,
2693027,729,21,1,12,7,,,,,,
929031,729,22,1,15,7,,,,,,
1063308,729,23,1,12,7,,,,,,
768600,729,24,2,9,1,,,,,,
1667300,729,25,1,14,6,,,,,,
45101,729,26,5,9,4,,,,,,
668820,729,27,2,10,11,,,,,,
3277752,729,28,1,10,6,,,,,,
1539705,729,29,2,11,8,,,,,,
918398,729,30,1,7,6,,,,,,
1918485,729,31,4,17,3,,,,,,
254738,729,32,1,14,4,,,,,,
2848201,729,33,2,17,1,,,,,,
3108731,729,34,2,14,7,,,,,,
100729,729,35,2,10,7,,,,,,
1254724,729,36,2,10,7,,,,,,
1899564,729,37,1,10,6,,,,,,
2801517,729,38,2,13,8,,,,,,
273097,729,39,2,9,7,,,,,,
1367794,729,40,1,10,6,,,,,,
1644377,729,41,2,14,8,,,,,,
2334508,729,42,2,9,7,,,,,,
697978,729,43,2,10,7,,,,,,
2678968,729,44,1,8,20,,,,,,
1048774,729,45,5,9,4,,,,,,
2759070,729,46,5,10,7,,,,,,
2282652,729,47,1,14,10,,,,,,
847853,729,48,1,15,7,,,,,,
430476,729,49,2,8,8,,,,,,
3323316,729,50,5,13,3,,,,,,
359429,729,51,2,11,11,,,,,,
1722450,729,52,1,16,6,,,,,,
1511539,729,53,1,10,7,,,,,,
1836026,729,54,5,15,4,,,,,,
2481354,729,55,1,11,10,,,,,,
2677967,729,56,5,10,4,,,,,,
2930749,729,57,2,8,11,,,,,,
3133860,729,58,1,13,6,,,,,,
303902,729,59,1,17,7,,,,,,
1738759,729,60,1,10,7,,,,,,
1996408,730,1,4,8,,,,,,,
1440480,730,2,2,20,30,,,,,,
3103607,730,3,3,17,30,,,,,,
2712634,730,4,3,11,14,,,,,,
161685,730,5,4,11,1,,,,,,
1286217,730,6,1,13,30,,,,,,
1732834,730,7,3,14,30,,,,,,
1835318,730,8,5,8,30,,,,,,
2335877,730,9,4,11,20,,,,,,
1640845,730,10,5,10,1,,,,,,
1236927,730,11,5,10,0,,,,,,
1176544,730,12,4,12,20,,,,,,
1753193,731,1,0,13,,,,,,,
1121479,731,2,3,15,10,,,,,,
382569,731,3,3,12,7,,,,,,
921781,731,4,6,19,30,,,,,,
3114050,731,5,0,12,8,,,,,,
248718,731,6,1,10,22,,,,,,
3191377,731,7,0,9,6,,,,,,
744043,731,8,0,12,30,,,,,,
1395915,731,9,2,16,9,,,,,,
1550154,731,10,0,9,12,,,,,,
800228,732,1,6,11,,,,,,,
1853594,732,2,1,15,2,,,,,,
56113,732,3,4,11,3,,,,,,
3269162,732,4,5,12,1,,,,,,
1280499,732,5,0,10,9,,,,,,
165961,732,6,2,16,9,,,,,,
432394,732,7,0,16,19,,,,,,
2347706,732,8,4,13,18,,,,,,
487389,732,9,4,17,28,,,,,,
759464,732,10,3,23,13,,,,,,
2530780,732,11,3,22,7,,,,,,
2387375,732,12,3,14,14,,,,,,
2159790,732,13,4,14,8,,,,,,
858382,732,14,2,9,5,,,,,,
3263533,732,15,1,10,6,,,,,,
2264489,732,16,6,19,5,,,,,,
2343370,732,17,0,18,1,,,,,,
2015110,732,18,3,20,3,,,,,,
1428004,732,19,0,10,4,,,,,,
2416649,732,20,4,11,11,,,,,,
3136358,732,21,6,10,2,,,,,,
598040,732,22,1,13,16,,,,,,
1736974,732,23,5,18,18,,,,,,
1371283,732,24,3,19,19,,,,,,
2766377,732,25,0,11,4,,,,,,
734544,732,26,5,17,19,,,,,,
2905217,732,27,0,19,16,,,,,,
1403606,732,28,3,10,3,,,,,,
2342670,732,29,2,20,6,,,,,,
1900631,732,30,1,12,13,,,,,,
3124948,732,31,6,13,5,,,,,,
2483874,732,32,2,16,3,,,,,,
1374524,732,33,0,11,5,,,,,,
47095,732,34,5,12,19,,,,,,
502709,732,35,6,12,8,,,,,,
280353,732,36,0,15,8,,,,,,
1844379,732,37,3,19,10,,,,,,
767173,732,38,3,11,7,,,,,,
2366789,732,39,6,19,3,,,,,,
1727166,732,40,4,15,5,,,,,,
2691792,732,41,3,19,6,,,,,,
1170109,732,42,0,10,4,,,,,,
1587559,733,1,1,11,,,,,,,
3092400,733,2,1,12,14,,,,,,
702063,733,3,1,8,14,,,,,,
1674686,733,4,0,12,20,,,,,,
1387253,733,5,1,16,30,,,,,,
1454025,734,1,5,10,,,,,,,
2441924,734,2,2,15,4,,,,,,
1907550,734,3,0,10,12,,,,,,
1116475,734,4,2,9,9,,,,,,
3028402,734,5,0,12,19,,,,,,
2631952,734,6,3,18,30,,,,,,
1316636,734,7,2,18,13,,,,,,
2471966,734,8,4,16,16,,,,,,
952757,735,1,6,10,,,,,,,
449487,735,2,6,15,7,,,,,,
2999941,735,3,1,14,9,,,,,,
355384,735,4,0,13,20,,,,,,
729397,735,5,3,14,3,,,,,,
2266392,735,6,2,12,6,,,,,,
3344473,735,7,1,6,13,,,,,,
653593,735,8,4,13,3,,,,,,
1754889,735,9,2,12,5,,,,,,
1378817,735,10,6,14,4,,,,,,
1284361,736,1,2,11,,,,,,,
873072,736,2,1,12,20,,,,,,
1190018,736,3,2,12,22,,,,,,
1166135,736,4,3,17,30,,,,,,
1549389,737,1,6,10,,,,,,,
1254829,737,2,4,6,12,,,,,,
3148815,737,3,3,18,6,,,,,,
2438613,737,4,3,12,7,,,,,,
3418464,737,5,6,11,10,,,,,,
1365032,737,6,1,4,16,,,,,,
543548,737,7,6,10,12,,,,,,
3192757,737,8,0,12,1,,,,,,
2903888,737,9,0,11,14,,,,,,
309282,737,10,6,12,6,,,,,,
1581882,737,11,6,12,7,,,,,,
2407538,737,12,6,11,7,,,,,,
1361950,737,13,6,10,7,,,,,,
1365128,737,14,6,10,21,,,,,,
2932682,737,15,0,4,30,,,,,,
275130,737,16,0,12,14,,,,,,
2936128,738,1,0,12,,,,,,,
803490,738,2,0,17,7,,,,,,
594020,738,3,6,13,30,,,,,,
130390,738,4,0,15,30,,,,,,
690333,738,5,0,8,21,,,,,,
1520756,738,6,0,17,30,,,,,,
3343891,738,7,5,11,30,,,,,,
1994195,738,8,0,14,30,,,,,,
2789805,739,1,0,12,,,,,,,
2195293,739,2,0,14,30,,,,,,
2863516,739,3,0,16,30,,,,,,
2513235,739,4,0,14,30,,,,,,
3328590,740,1,1,6,,,,,,,
1599995,740,2,5,19,18,,,,,,
86037,740,3,2,17,4,,,,,,
2121169,740,4,5,13,3,,,,,,
2542037,740,5,0,18,2,,,,,,
2286484,740,6,0,10,14,,,,,,
2515228,741,1,5,13,,,,,,,
222909,741,2,5,15,7,,,,,,
471980,741,3,0,21,9,,,,,,
2663542,741,4,0,14,7,,,,,,
2968282,741,5,5,16,5,,,,,,
872909,741,6,1,16,10,,,,,,
270701,741,7,0,15,6,,,,,,
922301,741,8,1,15,8,,,,,,
2611287,741,9,6,12,12,,,,,,
2353744,741,10,6,12,7,,,,,,
36640,741,11,6,15,7,,,,,,
3359589,741,12,0,20,15,,,,,,
2049855,741,13,0,13,7,,,,,,
3158793,741,14,6,10,6,,,,,,
475206,741,15,6,14,7,,,,,,
1623332,741,16,0,18,8,,,,,,
1113102,741,17,0,17,7,,,,,,
2495295,741,18,5,19,5,,,,,,
1710137,741,19,6,20,8,,,,,,
1878552,741,20,6,16,7,,,,,,
3178023,741,21,6,12,14,,,,,,
1413430,741,22,5,20,6,,,,,,
90239,741,23,6,11,8,,,,,,
238737,741,24,0,19,8,,,,,,
592196,741,25,5,22,5,,,,,,
1594569,741,26,1,12,10,,,,,,
910404,741,27,0,20,6,,,,,,
2950165,741,28,5,16,5,,,,,,
477472,741,29,0,14,9,,,,,,
1436723,741,30,1,21,8,,,,,,
2049687,742,1,1,11,,,,,,,
591853,742,2,4,13,10,,,,,,
236086,742,3,0,14,17,,,,,,
1164090,742,4,6,18,6,,,,,,
452814,742,5,0,9,30,,,,,,
2400790,742,6,3,12,3,,,,,,
2521107,742,7,0,12,18,,,,,,
1053340,742,8,4,17,30,,,,,,
2775859,742,9,3,12,30,,,,,,
1715035,742,10,5,12,23,,,,,,
1383838,742,11,2,11,30,,,,,,
1064105,742,12,1,17,30,,,,,,
3278312,742,13,6,10,5,,,,,,
223389,742,14,2,19,3,,,,,,
2545159,743,1,1,16,,,,,,,
2687203,743,2,0,17,13,,,,,,
1094622,743,3,0,14,30,,,,,,
1772634,743,4,0,16,7,,,,,,
780255,743,5,4,11,4,,,,,,
60905,743,6,2,17,26,,,,,,
2631270,744,1,4,20,,,,,,,
1031939,744,2,5,13,30,,,,,,
1018454,744,3,2,7,30,,,,,,
3383918,744,4,4,21,9,,,,,,
535590,744,5,1,13,30,,,,,,
1624388,744,6,5,11,11,,,,,,
1372245,745,1,6,16,,,,,,,
2474899,745,2,3,16,30,,,,,,
2317899,745,3,2,16,6,,,,,,
1995189,745,4,5,13,10,,,,,,
1613866,745,5,3,14,12,,,,,,
2545506,745,6,6,17,3,,,,,,
2563322,745,7,3,15,4,,,,,,
1213626,745,8,4,17,1,,,,,,
2232687,745,9,0,17,3,,,,,,
3020209,745,10,4,14,4,,,,,,
386061,746,1,5,20,,,,,,,
66073,746,2,0,15,2,,,,,,
3309221,746,3,0,18,21,,,,,,
364475,746,4,2,18,23,,,,,,
690369,746,5,0,17,5,,,,,,
2049939,746,6,3,19,10,,,,,,
3085698,746,7,3,19,7,,,,,,
1707318,746,8,3,20,30,,,,,,
1403740,746,9,2,19,30,,,,,,
1457118,747,1,5,6,,,,,,,
1652028,747,2,4,14,13,,,,,,
3230797,747,3,3,11,30,,,,,,
1367874,747,4,2,8,13,,,,,,
2312194,747,5,3,8,29,,,,,,
685875,747,6,2,8,30,,,,,,
491898,747,7,5,10,3,,,,,,
3255859,747,8,2,10,30,,,,,,
972658,748,1,0,17,,,,,,,
571661,748,2,0,17,14,,,,,,
1743599,748,3,6,10,13,,,,,,
553676,748,4,2,19,17,,,,,,
1120835,749,1,1,13,,,,,,,
1335453,749,2,0,13,13,,,,,,
3075647,749,3,1,16,30,,,,,,
1869863,749,4,6,13,30,,,,,,
629358,749,5,5,8,13,,,,,,
2319852,749,6,6,23,1,,,,,,
1050666,749,7,6,15,7,,,,,,
536410,749,8,3,16,4,,,,,,
1642560,749,9,0,0,4,,,,,,
2726080,749,10,4,16,4,,,,,,
949421,750,1,0,11,,,,,,,
3150989,750,2,6,16,30,,,,,,
1928644,750,3,1,15,30,,,,,,
3205651,750,4,0,17,6,,,,,,
1423220,751,1,1,19,,,,,,,
170540,751,2,1,7,28,,,,,,
1860155,751,3,0,9,30,,,,,,
554476,751,4,5,8,30,,,,,,
3347059,751,5,3,14,30,,,,,,
2878794,751,6,3,16,30,,,,,,
63770,751,7,2,6,30,,,,,,
2545748,752,1,0,9,,,,,,,
2047219,752,2,2,12,16,,,,,,
307385,752,3,5,8,3,,,,,,
322524,752,4,4,21,6,,,,,,
3224537,752,5,0,19,24,,,,,,
2500818,752,6,6,2,27,,,,,,
3411383,752,7,6,18,7,,,,,,
1847467,752,8,6,18,30,,,,,,
222234,752,9,0,20,15,,,,,,
291463,752,10,4,15,25,,,,,,
1155344,752,11,3,14,6,,,,,,
2005070,752,12,3,15,30,,,,,,
2217370,753,1,4,22,,,,,,,
2023110,753,2,5,6,30,,,,,,
263656,753,3,6,10,30,,,,,,
565931,753,4,6,13,30,,,,,,
3106135,754,1,5,9,,,,,,,
1720159,754,2,5,6,14,,,,,,
2876431,754,3,3,10,26,,,,,,
1362147,754,4,5,7,30,,,,,,
2284025,754,5,6,15,29,,,,,,
464773,754,6,5,10,30,,,,,,
2778345,754,7,0,8,9,,,,,,
2638727,754,8,6,11,6,,,,,,
2913336,754,9,5,10,13,,,,,,
2165418,754,10,2,8,11,,,,,,
2760019,754,11,4,13,9,,,,,,
2158482,754,12,0,9,30,,,,,,
2280393,754,13,3,8,30,,,,,,
3197269,754,14,0,12,30,,,,,,
3151690,755,1,1,9,,,,,,,
453238,755,2,4,22,30,,,,,,
3127855,755,3,3,13,30,,,,,,
1249951,755,4,2,10,6,,,,,,
1747808,755,5,2,8,7,,,,,,
2752705,755,6,1,10,6,,,,,,
1501757,755,7,1,13,14,,,,,,
2346057,755,8,1,8,7,,,,,,
2560112,755,9,1,8,7,,,,,,
1345117,755,10,1,8,7,,,,,,
896719,755,11,4,10,3,,,,,,
1213121,755,12,1,8,4,,,,,,
2919312,755,13,5,14,4,,,,,,
477837,756,1,0,14,,,,,,,
2774646,756,2,6,19,6,,,,,,
3160575,756,3,5,9,13,,,,,,
3045580,756,4,5,13,7,,,,,,
2094908,756,5,4,18,30,,,,,,
1910799,756,6,1,10,4,,,,,,
1953104,756,7,5,14,11,,,,,,
517273,756,8,3,10,5,,,,,,
11249,756,9,3,12,7,,,,,,
692856,756,10,6,14,3,,,,,,
1989680,756,11,0,13,1,,,,,,
2046987,756,12,3,13,3,,,,,,
1978106,756,13,4,20,1,,,,,,
1607329,756,14,0,15,3,,,,,,
8171,756,15,0,11,7,,,,,,
3363498,756,16,0,13,30,,,,,,
1195943,756,17,2,11,2,,,,,,
802274,756,18,0,9,5,,,,,,
2246933,756,19,0,11,7,,,,,,
2943256,756,20,0,16,21,,,,,,
3005684,756,21,5,10,12,,,,,,
64766,756,22,1,11,10,,,,,,
349532,757,1,0,18,,,,,,,
3013788,757,2,3,13,3,,,,,,
782506,757,3,3,14,7,,,,,,
1486501,757,4,6,14,17,,,,,,
2941999,757,5,4,17,19,,,,,,
14287,757,6,0,16,30,,,,,,
916361,758,1,5,19,,,,,,,
709951,758,2,0,17,9,,,,,,
3101523,758,3,0,12,7,,,,,,
271290,758,4,0,22,21,,,,,,
1160108,758,5,2,19,23,,,,,,
48248,758,6,0,15,5,,,,,,
3013151,758,7,6,18,13,,,,,,
1816059,758,8,0,17,8,,,,,,
3338593,758,9,4,17,4,,,,,,
1286381,758,10,0,18,10,,,,,,
1299081,758,11,1,12,22,,,,,,
2004247,758,12,6,16,30,,,,,,
1053067,758,13,0,14,8,,,,,,
